1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,423,1,333,1,523,1,1
1,1,1,1,1,1,1,533,324,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,312
414,0,0,0,1,0,1,0,1,0,0,543,443,343,0,0,0,1,0,1,0,1,541,1,1
1,433,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,412
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,341,1,1,1,1
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,512
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,441,1,1,1,1,1,1
1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
1,531,1,431,1,521,1,331,1,421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
